TCGA-55-A4DF-01A-4a5e9e8a-8c48-48cf-8bf0-eb564611d382	u2af1-wt
TCGA-78-7633-01A-c916f887-6e77-4fc6-a692-30375d28650f	u2af1-wt
TCGA-62-A471-01A-ae528992-720c-4818-ac5e-8e1b0509f9d9	u2af1-wt
TCGA-38-6178-01A-a0755929-e85a-4ea8-a7bd-3413bd734c75	u2af1-wt
TCGA-97-8172-01A-ba6057cc-61fd-4d2f-8599-ed0a6aaf80b6	u2af1-wt
TCGA-44-3917-01A-a124f52b-3a64-4642-ba61-9307ac5cb3bc	u2af1-wt
TCGA-91-6836-01A-09c0af14-a98f-4939-a132-9efcb4c2bc57	u2af1-wt
TCGA-44-3398-01A-347924ac-b049-4a8b-a298-ba3a246f58e9	u2af1-wt
TCGA-67-3770-01A-f6284fb5-ab14-41a5-8d4f-63bde0394bfc	u2af1-wt
TCGA-62-8397-01A-b7dfe7a7-b569-4532-bc55-02665f4979e1	u2af1-wt
TCGA-55-7576-01A-190ab37d-58fc-4f14-b02c-3eaac5a89260	u2af1-wt
TCGA-50-6592-01A-2528b21b-8145-4c2c-b946-dae173928f7c	u2af1-wt
TCGA-97-8547-01A-9f9b1a22-8bf8-4a2b-8d5d-dcc84271519d	u2af1-wt
TCGA-86-6851-01A-788ecc45-ea2c-4197-9537-02016cfe14d3	u2af1-wt
TCGA-44-2659-01A-704d42ab-3e11-4c3b-a74c-b1e6a30e27c5	u2af1-wt
TCGA-44-A47G-01A-7c8cde36-afef-49e3-a389-6aa07fdf0d88	u2af1-wt
TCGA-49-4505-01A-0ebf5cc5-f242-45ef-821a-939b51dc95a2	u2af1-s34f
TCGA-MP-A4T4-01A-9eeae6b9-2031-47fa-80db-e04d53f0bfbd	u2af1-s34f
TCGA-05-4395-01A-4d85514e-171d-46e4-b6db-43b4f8ff2eb0	u2af1-wt
TCGA-55-6543-01A-5fa0513c-3de7-4d3b-9df0-83f2df36b947	u2af1-wt
TCGA-64-5781-01A-61005b7e-d7ad-4573-af9b-d9f33ce3c300	u2af1-wt
TCGA-97-8177-01A-39360ea0-c687-4856-bd05-bcde98012898	u2af1-wt
TCGA-64-5815-01A-5fc71d41-3824-4649-9179-386bb566533c	u2af1-wt
TCGA-86-8075-01A-0c633b9e-3303-4625-b59d-02102d8bf981	u2af1-wt
TCGA-05-4405-01A-35b18dab-9047-431b-b01b-1888d995d5dd	u2af1-wt
TCGA-97-7941-01A-d816341b-dd8f-458a-b945-fd716c11c8c0	u2af1-wt
TCGA-05-4396-01A-d1945e55-eaa9-41f3-8017-380ccd112dfc	u2af1-wt
TCGA-55-7727-01A-86c05b02-68d0-473d-8aea-ab501cb40d29	u2af1-s34f
TCGA-78-8648-01A-9988cad6-0f42-4112-975c-814bfc3e91c3	u2af1-wt
TCGA-95-7948-01A-3498e816-9bf1-41ab-a662-206a78a32e2b	u2af1-wt
TCGA-05-5420-01A-216b822e-0d33-476f-ba03-18ff818f8a78	u2af1-wt
TCGA-49-6744-01A-33c16d35-96da-4400-9f48-1fc7567e30a4	u2af1-s34f
TCGA-64-5779-01A-46acba46-d33c-458b-b3cf-a9ba60ea32fb	u2af1-wt
TCGA-67-3773-01A-a7834ece-39e1-4d47-a316-ae285a473c86	u2af1-wt
TCGA-67-6215-01A-0a26152a-462f-4895-8fe8-15fcdcc56e16	u2af1-wt
TCGA-50-5941-01A-aa7245fd-7073-4ff9-88cc-648a2c9f1f60	u2af1-s34f
TCGA-L9-A444-01A-b14f167e-72ec-432e-a374-6d9472eca448	u2af1-wt
TCGA-05-4402-01A-2a73ab35-41bc-48ca-910c-b562f830aeb3	u2af1-wt
TCGA-64-1680-01A-16b44441-90d4-4289-8248-d31251f49f2b	u2af1-s34f
TCGA-97-8176-01A-8031c488-856a-4e1e-93f1-57e672e34d8d	u2af1-wt
TCGA-38-4625-01A-a35d80d8-8b94-4f66-b408-bbe19f3edd54	u2af1-wt
TCGA-78-7149-01A-593cca0d-6f1f-447e-be54-24c4a6ad73c0	u2af1-wt
TCGA-78-7155-01A-d0d763a9-856c-452b-9989-a72894b32326	u2af1-wt
TCGA-75-5147-01A-4fc71e83-8aab-449f-807a-db5d6eb21ab9	u2af1-wt
TCGA-86-8280-01A-4699cd8b-a11f-4151-a2ed-0618a476800b	u2af1-wt
TCGA-55-5899-01A-d289975b-8b9c-43be-91ec-10ebd401937f	u2af1-wt
TCGA-38-4626-01A-6c30992d-b469-4e80-965e-d7643b176f81	u2af1-wt
TCGA-38-4629-01A-45600709-c917-42ef-bc2f-229e6f3c71af	u2af1-wt
TCGA-91-7771-01A-8459ed46-071c-42f6-ab9d-1a16424c8921	u2af1-wt
TCGA-55-8207-01A-9e841128-e372-44dc-ada0-72be76782a2c	u2af1-wt
TCGA-44-7659-01A-20592e25-4b12-4cd3-b1b1-b8e8d6352960	u2af1-wt
TCGA-55-8512-01A-f148c5ad-0710-4a88-9303-f83f6b07d5da	u2af1-wt
TCGA-75-6212-01A-5b319617-99a9-4bde-b962-93cc3cac6b77	u2af1-wt
TCGA-97-7552-01A-810ef019-2069-46ec-903a-a47a2a8211ad	u2af1-wt
TCGA-55-A490-01A-62a350a6-9cb3-474b-8eb2-6eec9f6e2904	u2af1-wt
TCGA-44-2657-01A-35a81dbe-bf1e-478c-8a95-d227b4195f34	u2af1-wt
TCGA-73-4670-01A-e8f2cdea-1430-43ad-8359-ead8b4c5fd6e	u2af1-wt
TCGA-55-8206-01A-e87e6c78-12aa-4bda-8c7e-0c9c7b2cb774	u2af1-wt
TCGA-38-A44F-01A-dd1d7a21-1235-4934-b0b2-d4d3a5bf35f8	u2af1-wt
TCGA-55-6968-01A-40708d9c-1c51-4e7c-9ce2-185ea1480eb2	u2af1-wt
TCGA-64-5775-01A-039e9a74-2e83-4962-ae9b-23f11d5c5fba	u2af1-wt
TCGA-55-8621-01A-2b987ab5-2a04-4046-bd60-cb219c9e74b5	u2af1-wt
TCGA-55-7903-01A-99c213ba-55b9-42b6-9546-62b8d3f6c284	u2af1-s34f
TCGA-86-8054-01A-8bd1c6e6-6810-479c-a46f-f3a902296601	u2af1-wt
TCGA-78-8655-01A-6f343aec-65e1-44ad-b4db-339d4ed62373	u2af1-s34f
TCGA-75-5125-01A-2619993d-6b8b-4380-addd-0be8446e299a	u2af1-wt
TCGA-44-7670-01A-6e90fa77-c338-4e9a-a43b-fa702386db08	u2af1-wt
TCGA-44-5643-01A-a26c9cfc-b7cf-4157-8d75-d668602ed4ff	u2af1-wt
TCGA-75-5122-01A-6d2d8cc2-4e19-4e74-97dc-45e6eeec5e1c	u2af1-wt
TCGA-55-8615-01A-b6d50fd3-1810-48d6-aab1-c97f9c29d194	u2af1-wt
TCGA-69-7763-01A-4b9a61f4-5a9a-462a-ba94-7bc718abac56	u2af1-wt
TCGA-50-5051-01A-2239f076-6a9e-4aa3-b716-adabbc55d3de	u2af1-wt
TCGA-91-6829-01A-f3968b44-8997-4be0-ad22-4bd460e5b9d1	u2af1-wt
TCGA-05-4410-01A-243e1ddf-9b74-42c0-b357-13b302b039f9	u2af1-wt
TCGA-80-5611-01A-c116d279-6f22-40c9-9521-d5e36af646e5	u2af1-wt
TCGA-50-8460-01A-3dbc67a1-c49d-407c-867b-dc453f3aebc0	u2af1-s34f
TCGA-55-A48Z-01A-f9a5ba92-d9d1-409b-91ba-2bfb209c295d	u2af1-wt
TCGA-95-7947-01A-d596b2b1-0915-41c2-b35c-b343f59b8923	u2af1-wt
TCGA-78-7145-01A-eae099b8-7486-42dc-9565-c875662eb729	u2af1-s34f
TCGA-55-6985-01A-2a600a38-215c-4b2b-9b9d-ab5d3b9a0bbc	u2af1-wt
TCGA-99-8033-01A-dad25a07-fb2a-42d0-95b6-b072afbdaa7c	u2af1-wt
TCGA-L4-A4E6-01A-1eafc7d3-4753-45e1-82c3-d819f9571404	u2af1-wt
TCGA-44-5644-01A-0a34988b-4886-4852-9b03-7915c44a0647	u2af1-wt
TCGA-95-7039-01A-7c1bff62-84a9-446d-b5dc-bf92cfe6c58e	u2af1-wt
TCGA-64-1677-01A-b1182c5c-410c-41c3-b454-0dfa28bcaa6a	u2af1-wt
TCGA-75-5146-01A-a8393e91-f334-4d1f-b13b-8008cf163fd0	u2af1-wt
TCGA-62-A46P-01A-fda585d3-a881-4831-8dd4-e391fc9d6e7c	u2af1-wt
TCGA-55-8203-01A-7edd3c0d-516d-4b81-bdc1-8ca8997a8bff	u2af1-wt
TCGA-55-7725-01A-44a3eb8c-135f-44f4-82bd-86fb6104a4e8	u2af1-wt
TCGA-55-1595-01A-63da5a36-0ec0-4d89-be9d-7319f0eae8ed	u2af1-s34f
TCGA-50-6590-01A-105ad832-c4e7-4622-8469-c558f5911bbf	u2af1-wt
TCGA-50-5932-01A-98754b25-9c39-4830-b260-2d92b28f2e7a	u2af1-wt
TCGA-55-7573-01A-9b179934-f54d-4256-84bd-3e516685a119	u2af1-wt
